aplikasi bagus tawar instrumen saham us etfs pilih tolong biaya transaksi pangkas fitur buy limit sell limit mudah eksekusi terima kasih	neutral
bagus	positive
agk lama nunggu profitnyatingkatkan lagi ya	neutral
aplikasi nakseleng	negative
moga buat semangat	positive
aplikasi tipu ini pakai kode relay ribu bohong aplikasi an ini	negative
jual beli kripto mudah dapl	positive
mantap ok	positive
aplikasi enggak niat sudah orang kyc akun kendala verifikasi akun email enggak aplikasi	negative
update proses deposit tari pakai ewallet	neutral
invest untung no tipu tipu	positive
bantu investasi modal	positive
mantap aplikasi bagus simpel tahan	positive
banget lola alias loading kaya bikin berat hp saran saya cuman aplikasi pering ukuranya biar enggak lola berat	negative
oke mantap	positive
lambalat	negative
daftar jangan sulit	negative
mudah erti	positive
somoga nanovest aman amanah nasabahinvestornya	positive
ref gilsya	neutral
bagus cepat	positive
iklan enggak hapus sungguh jengkel	negative
sudah pakai memang bagus app ui simple saham as crypto lengkap cuman fitur depan ditambahin kategori jenis saham contoh usaha automotive kaya ferrari gm toyota dll enggak cape search lihat saham kategori	neutral
nanovets aplikasi mantap bagus inventasi bagus jujur trimakasih aplikasi nanovetsnya bantu masyarat apknya sudah bagus gangu gugat yhhh devoloper trimakais	positive
baik alhamdulilah	positive
tingkat diagram tanggal	positive
lancar jaya	positive
thank you	positive
moga percaya	positive
sukses selalu	positive
bagustapi tolong tambah fitur tari via danadong	neutral
bagus investasi	positive
masuk email bilang sudah daftar untung belum masang dp masang hilang uang pas dp apa bintang turunin	negative
force close terusssss	negative
so simple	positive
ajar	neutral
proses transaksi cepat	positive
tau aplikasi nanovest ya mantab nano	positive
senang aplikasih	positive
mudah sukses	positive
simplegood job nano	positive
bagus moga ubah	positive
jujur kecewa banget admin bantu verifikasi wajah ribet enggak tau ikut arah ai depan mohon baik ya development kyc bikin ribet	negative
bagus banget	positive
mintolong gue sudah call cs perkara nomer hp gue hilang gara gara hp ilangterus saldo dilam akun gue enggak ada solusitolong ganteng	neutral
gampang tapi khusus negeri	neutral
aplikasi mudah	positive
fitur top up dari wallet shopee pay hilang kbnykn app jadi berat hp cara sudah saya pakai shope tolong lagi fiturnya	neutral
oke coba	neutral
gila	positive
kalo app investasi cerdas dikit logout transaksi hambat tolong baik	negative
saja karena sempurna	neutral
sukses	neutral
enggak erti bahasa inggris	negative
oke bantu investasi	positive
lumayan nabung hehe	positive
mudah orang awan	neutral
bismillah mudah alhamdulillah terimakasih	positive
amanah	positive
moga berkah investasi amin	positive
mhn prosentase pl coinsaham ditampilin luar langsung enggak buka klik lihat lihat kak tq	neutral
transaksi lancar	positive
tolong kembali shopeepay alat transaksi tambah saham kryto lokal	neutral
tampil registrasi mudah simple sayang investasi saham indonesia	negative
yuk tumbuh	positive
sekarang pelit misi undang teman	negative
aplikasi bagus mudah	positive
kembang	neutral
kalo pindah menu ngelag baik	neutral
nanovest batas akun why perangkat rentan ganggu aplikasi bahaya mata cuk gue hapus guna nanovest kecewa layan hp gue samsung kenal security	negative
lumayan cocok mula	positive
tambah tari uang via e wallet update baru biar mudah guna pakai wd virtual dana cepat	neutral
apliaksiih mudah praktis	positive
okehh	positive
kasih ngertiuda erti ubah	neutral
pakai aplikasi bagus banget invest	positive
tolong verifikasi email baik enggak dapat notif email pagi	negative
nanovest retas orang bagaimana	negative
aplikasi bagus ringandan lupa reward refferaljoelphoky terimakasih	positive
mantap	positive
aplikasi bagus mudah jual beli	positive
akun batas saja daftar	negative
sesal invest cobacoba eh untung buntung topup kena ppn buy kena ppn sell kena ppn transfer wallet nanovest rekening bank kena ppn coba saja sudah potong pajak	negative
update lengkap tema beta	neutral
aplikasi ngadain event ajak teman buka bikin untung bikin rugi juta ngumpulin referral blokir akun terus ambil lagi saldo kata karena curang parah banget kalau ambil ambi orang pakai kode curang jangan semua hadiah tarik semua memang lo ngajk orang enggak buang	negative
bintang gabung bagus kendala bintang	neutral
muncul notifikasi akun batas	negative
bagus banget apknya pajak pas invest pas tarik nak pajak bagus pas investasi saja pajak	positive
sendat tombol android kadang enggak	negative
ngeleg banyak loading susah respon bagaimana topup m verifikasi email takbisa	negative
tahap terima kasih	positive
bagus transaksi cepat	positive
aplikasi bug mending pilih peluang saja	negative
nanovest tolong token bitgetbgb ondo terimakasih	neutral
terima kasih nanovest kenal kembang investasi ajar kembang maju orang minat partisipasi investasi maju	positive
tarik uang rekening salah	negative
mantap jamin investasi	positive
mntapcepat respon msalha login	positive
moga saing toko cripto	neutral
biaya admin tarik crypto biaya admin transfer bank dasar aplikasi scam	negative
download kasih bintang	positive
moga hasil	positive
verifikasi kycnya email enggak kirim	negative
app simpel	positive
investasi gampang	positive
kecewa aplikasi hapus data pribadi akun email identitas pasti investasi ribu enggak ratus crypto saham tari uang masuk akun nomer hp dana shopee pay ovo ujungujungnya pakai rekening bank enggak pakai no hp cair saldo pakai rekening bank enggak pakai nomer hp enggak login nano vest	negative
ribet daftar bbrpa gagal verifikasi wajah padahal ulang sampai kali ikut tapi tetap gagal terus sampai bosan mohon maaf fakta alami	negative
keren banget cuy	positive
nanovest cepat dalam transaksi	positive
potong jual crypto lumayan prajurit cacing goyang atur potong tanam modal tarik sesuai untung solusi baik	neutral
bantu butuh ekonomi	positive
install setting bagus beli saham luar promo uinya mudah erti tapi kadang suka berat ya sisa okey coba investasi	neutral
tarik e walet top up fasilitas	neutral
invest saja pas kyc doang susah cahaya sudah bagus otw uninstal lagi buang	negative
manfaat	positive
muanteeeep banget deh nanovest jamin cuan pokok ayoooooo investasi sini pakai ragu	positive
widraw pakai e wallet minharga nbt turun bagaimana janji naikk	neutral
edijalali	neutral
ok banget	positive
tarik tambah duit jajan	positive
install nanno vest pakai referel tambah saldo gratis gaess lumayan ibnumalik	neutral
good platform	positive
download mending download indodax saja aman percaya gua invest hilang gra ganti hp account gua hapus curiga enggak usah download aplikasi enggak aman	negative
keren	positive
masuk bug halang	negative
i like	positive
akun saya kuci bagaimana solusi	negative
proses kyc susah kirim pesan	negative
aplikasi bagus	positive
mudahaman mantap	positive
mantab	positive
bang akun sayah ambil orang aman enggak	negative
kecewa witdraw crypto enggak masuk	negative
bagus gampang banget aplikasi	positive
kak daftar kycnya verifikasi email ya email	neutral
biasableh coba	positive
tari mahall	negative
kak tolong hapus akun nama putri aulia alamat bandung bojong sari camat bojong soang akun nyuri mohon kerjasama takut salah	neutral
aplikasi bagus cocok mula guysss ya	positive
ragu	positive
mantap informasi lengkap mudah beli	positive
mudah erti	positive
coba oke	positive
rekomendasi	positive
aman login login aman pin biar orang enggak lihat saldo	negative
aplikasi bantu	positive
mudah jangkau	positive
xx nn noo ptnhtq	neutral
nanovest bagus investasi mula	positive
aplikasi aneh kadang akun batas pas restart hp akun aman malam akun batas hp aman virus aktivitas curiga tolong nanovest baik aplikasi bug bagaimana	negative
coba mudah mudah dapat hasil	neutral
keren aplikasi	positive
tau salah youtuber so simple enggak ribet kudu pindahpindah aplikasi mudah topup pakai wallet virtual account ajar simple thanks ya	positive
bagis puas	positive
like itu	positive
okkk	positive
grafik chart harga banding broker kadang selisihapa bandar main spread harga ya	neutral
ui mudah paham	positive
gua takut bintang iklan aplikasi lakilaki pakai topi ngondek asli tolong tampil muak banget gua	negative
keren	positive
temu aplikasi trafing lengkap saham crypto user interface sederhana dapat saldo rp refferal acesatria	positive
verifikasi kyc banget	neutral
good job	positive
aplikasi nanovest sedia transaksi kripto lengkap kripto	positive
gera grafik saham enggak gerak enggak lihat cari pasar saham ribet banget harus klik tolong simple saja apknya kaya aplikasi jual beli barang shoopee bukalapak dll	negative
bagus	positive
tlong bos baik kenapa lah gue kasih bintang	positive
coba tau tambah	neutral
aplikasi bantu moga anggota sehat	positive
nanovest baik daftar rumit mudah paham i	positive
langsung bintang nanovest harap updatediupdate munculah akun batas kesal pis sudah koin harga tambah turuntambah acar batas akun komunitas nanovest bubar jalan	negative
aplikasi bagus mula tolong tambah chart chart lilin batang biar	positive
join deposit muda	positive
proses kyc ribet eror laman verifikasi email kolom angka verifikasi pesan verifikaski muncul email muncul bagaimana verifikasi kolom verifikasi enggak muncul aplikasi scam cari download refereal	negative
baik thx	positive
mohon bagus aplikasi	neutral
mantap guna	positive
woi	neutral
cobasemoga bagussaya bintang	positive
terimakasih nanovest pakai aplikasi beli	positive
jajajia	neutral
sudah bagus kendala tari ewalet dana	neutral
nyaman saja	negative
bantu	positive
coba bos	neutral
bagus mula coba investasi	positive
bugnya gue depo kagak	negative
enggak jales banget aplikasi	negative
mantap fitur tampil	positive
enak pakai aplikasi mudah	positive
revisi bagus update	neutral
aplikasi saham bagus invest	positive
moga sukses	positive
oke	positive
nice aplikasi for crypto	positive
the best of the best aplikasi for invest	positive
nyala	positive
kalau mantap nnt bintang	positive
pakai	neutral
desain aplikasi bagus verifikasi foto dukatakan alami blur lihat kamera tolong kembang jelas solusi	neutral
kyc susah banget	negative
bagus	positive
mudah paham	positive
nanovest kok enggak bisa masuk saja sudah pakai fingerprint	neutral
susah ribet kalih daftar kycnya coba daftar kalih verifikasi enggak masuk	negative
bagus banget investasi	positive
halo guna aplikasi	neutral
pakai aplikasi memang enggak enak banget hp tersendatfreeze alam cripto nanovest pindah btc platform	negative
tolong blokir akun nama agusrrh akun retas orang tolong terimakasih	neutral
masuk terang sistem ganggu	negative
good moga harga toke semangat	positive
oke saja	positive
good enggak sulit	positive
kasik bintang penuhtolong wd acc	positive
very good	positive
suda rekam kepalaq	positive
investasi token negeri	positive
ok gass	positive
coba	neutral
mudah banget beli saham saja gampang	positive
bagus simple	positive
daftar ribet bantu	positive
lag buka menganggu depan perhati sistem stabil lancar buka fitur menu cepat kerja performa sukses coba aplikasi invest bukti bayar aman modal rendah coba mantap platform	neutral
aplikasi recommended banget mula treading investasi gua saran developer tambah ewallet tari mudah akun bank	positive
terimakasih nanovest sumpah invest kriptop gampang cocok ajar mahasiswa tabung aman the bast pokok sukses	positive
mudah erti jual beli aset kripto saham negeri mudah nyaman nanovest is the best maju terussssss	positive
capek update	negative
bagus tari enggak pakai ewalet dana ovo gofay	negative
bagus mula	positive
bantu saham mula	positive
top up bagus sukses beli saham google pending ya	neutral
lumayan bagus ajar forex trading	positive
harap tau harga cripto sesuai harga	neutral
nanovest mudah investasi mula	positive
aplikasi bagus	positive
kalo paket kritis suka enggak lihat	neutral
ampun kyc sulit mati gagal mulu coba ruwet auto unistal	negative
awesome	positive
bagus tolong moga bekerjasama e wallet tari	positive
mohon serta info biaya fee jual beli biaya switching rupiah dollar biaya tambah tari rekening nasabah jadi bahan timbang depan review kasih bintang sisa jawab terimakasih	positive
aplikasi bagus aman bagus aplikasi sudah daftar ojk investasi miripmirip gambling ya depan bulan tahun harga harga turun faktor nentuin harga turun prediksi rajin baca berita terjun investasi baik pantau berita global seminar online gratis	positive
serta dengan hati bersih ikhlas doa ikhtiar koinamulet masalah pasti solusi manusia seharusny	neutral
gugle autikator tidak msukn kode selalu salahpdhal suda kode slinmaap saya kurngi bintngnyabhaya aplikasiakun tidak buka	negative
bagi indah nanodenny	neutral
mudah paham erti	positive
rekomend mudah paham mantap banget	positive
nanotag susah	negative
spread harga jual beli gede banget parah rekomendasi aplikasi	negative
bahagiaini cari	positive
memberitahu email kyc kode kirim kirim	negative
selamat	positive
aplikasi gjls akun hapus portofolio aneh	negative
mantap	positive
sah real harga mahal papan gera	negative
kena tipu aplikasi	negative
bagus aman	positive
tolong buka tari via e wallet repot bagu via bank	neutral
aplikasi nanovest mudah paham fitur dalam lengkap koin invetasi saham nanovest jual beli saham mudah pakai sistem jual beli instan pakai sistem limit order sistem deposit tari metode bank ewallet feenya rendah promo promo tarik gratis saham even even	positive
aplikasi trading erti enggak ribet	positive
aman cocok banget pokok	positive
enggak bisa verifikasi email enggak ada salah	negative
penasaran hasil stake nbt kalau bagus bintang	neutral
kak whidraw crypto network gamasuk masuk ya sudah benar memang proses pliss moga direspon	neutral
mantp	positive
tambah semangat nabung	positive
coba moga kecewa	neutral
aplikasi bagus mudah erti	positive
update buka bagus bug hasil untung enggak jelas akumulasi	negative
umasolihi gaess	neutral
mahrusoke	positive
sso	neutral
simpel praktis investasi nanovest bantu daftar menggunakaj gbnano beli jual saham langsung real time bebas biaya admin tari saldo investasi cepat saran tolong tambah fitur kirim wallet crypto	positive
luv	positive
lambat aplikasi	negative
good jobs wd cepat	positive
friendly user very good	positive
mudah mula	positive
benar investasi dsri nanovest mudah paham simpel cuman minus iya biaya transfer bank orang investasi kesini pikir aplikasi biaya sebut mahal enggak kaya aplikasi rendah enggak ada smaa tolong ya admin kalo bisa kasih biaya kasihan mula ajar invest	neutral
app lambat bikin sagne	negative
okeee keren	positive
kecewa bijak nanovest akses akun akun ktp kalo sudah daftar sudah enggak kyc sudah hapus akun	negative
coba	neutral
makan	neutral
aplikasi sudah bagus handphone tolong adakan pclaptop tampil luas	positive
aplikasi delay moga tingkat lancar	negative
aplikasiny bantu karena pas memasukkn akun masuk kodeny pakai akun satu lagi sama enggak masuk kodeny	negative
mudah mantap	positive
aplikasi pas top up gampang banget saja jalur e wallet lengkap crypto wallet indomaret alfamaret gilir pas narik susah banget ingat pakai aplikasi	neutral
apliaksi bagus cashback beli kripto begitu event cashback beli kripto	positive
anjg enggak verifikasi ktp foto ktp saja susah fokus kamera cahaya sudah pas	negative
turut masih transfer dana	neutral
transfer jadi mudah	positive
minimum deposit	neutral
mula ok enggak ribet	positive
ganggu sistem	neutral
apliksai investasi lengkap saran metode tari dompet digital gopay dana terima kasih saran moga terima	positive
ajar	neutral
bngst sudah ngemis rateing harus kasih bintang eh kartu hadiah gosok enggak jadi enggak dptbngst bngst	negative
coba	neutral
aplikasi tolol	negative
susah verifikasi ktp	negative
aplikasi bagus aduh nano moga baru lag enggak enak pakai mah oke mantap lag saja terimakasih moga baru	neutral
mudah invest rendah moga lancar	positive
senang	positive
perdana moga kecewa	neutral
mantapppp	positive
moga ajar inves	positive
akun batas perangkat rentan ganggu aman	neutral
fitur limit crypto	negative
bagus loh suka nanovest muachh	positive
optimal kyc saja banget	neutral
ok	positive
mantap klaim	positive
pas verifikasi kyc kenapa enggak masuk gmail sudah banget tetap saja enggak masuk	negative
lumayan bagus aplikasi wallet	positive
mula moga berkah bismillah	neutral
coba kalo sukses alhamdulillah	neutral
bagus banget mudah erti wd bagaimanaisi alamat dompet	positive
tolong admin hapus data nama reina pipit wulandari takut salah orang	neutral
mantap	positive
bagus ui ux	positive
nanovests aplikasi gua rekomendasi aplikasi resmi ya gaes aman murah admind mantul	positive
tolong nanovest kirim alamat email banget kaya anjg	negative
bagus lanjut	positive
beli jual beli terus jual tinggal zaman enggak bangga	negative
siiip mantap mohon tambah agr bayar listrik pulsa dll	positive
aplikasi mudah erti paham	positive
no comment	neutral
enggak narik crypto jaring	negative
coba hasil nano vest ayo buru investasi nano vest aman percaya	positive
oke banget dah pokonyamahh	positive
kesini aneh kagak buka aplikasi gue lihat kembang profotolio aset saham gue sudah beli	negative
